"City Name","State Name","avg_aqi","Month","Year","aqi_index"
"Fort Collins","Colorado",33,5,2020,"Good"
"Fort Collins","Colorado",31,5,2021,"Good"
"Fort Collins","Colorado",2,5,2022,"Good"
"Fort Collins","Colorado",37,6,2020,"Good"
"Fort Collins","Colorado",48,6,2021,"Good"
"Fort Collins","Colorado",39,7,2020,"Good"
"Fort Collins","Colorado",60,7,2021,"Moderate"
"Fort Collins","Colorado",46,8,2020,"Good"
"Fort Collins","Colorado",51,8,2021,"Moderate"
"Fort Collins","Colorado",33,9,2020,"Good"
"Fort Collins","Colorado",40,9,2021,"Good"
"Fort Collins","Colorado",26,10,2020,"Good"
"Fort Collins","Colorado",27,10,2021,"Good"
"Fort Collins","Colorado",22,11,2020,"Good"
"Fort Collins","Colorado",21,11,2021,"Good"
"Fort Collins","Colorado",22,12,2020,"Good"
"Fort Collins","Colorado",24,12,2021,"Good"
"Fort Gibson","Oklahoma",0,1,2020,"Good"
"Fort Gibson","Oklahoma",0,2,2020,"Good"
"Fort Gibson","Oklahoma",0,3,2020,"Good"
"Fort Gibson","Oklahoma",1,4,2020,"Good"
"Fort Gibson","Oklahoma",1,5,2020,"Good"
"Fort Gibson","Oklahoma",5,6,2020,"Good"
"Fort Gibson","Oklahoma",2,7,2020,"Good"
"Fort Gibson","Oklahoma",1,8,2020,"Good"
"Fort Lauderdale","Florida",16,1,2020,"Good"
"Fort Lauderdale","Florida",16,1,2021,"Good"
"Fort Lauderdale","Florida",12,2,2020,"Good"
"Fort Lauderdale","Florida",14,2,2021,"Good"
"Fort Lauderdale","Florida",15,3,2020,"Good"
"Fort Lauderdale","Florida",14,3,2021,"Good"
"Fort Lauderdale","Florida",12,4,2020,"Good"
"Fort Lauderdale","Florida",16,4,2021,"Good"
"Fort Lauderdale","Florida",14,5,2020,"Good"
"Fort Lauderdale","Florida",13,5,2021,"Good"
"Fort Lauderdale","Florida",13,6,2020,"Good"
"Fort Lauderdale","Florida",12,6,2021,"Good"
"Fort Lauderdale","Florida",12,7,2020,"Good"
"Fort Lauderdale","Florida",14,7,2021,"Good"
"Fort Lauderdale","Florida",12,8,2020,"Good"
"Fort Lauderdale","Florida",12,8,2021,"Good"
"Fort Lauderdale","Florida",12,9,2020,"Good"
"Fort Lauderdale","Florida",14,9,2021,"Good"
"Fort Lauderdale","Florida",13,10,2020,"Good"
"Fort Lauderdale","Florida",9,10,2021,"Good"
"Fort Lauderdale","Florida",13,11,2020,"Good"
"Fort Lauderdale","Florida",15,11,2021,"Good"
"Fort Lauderdale","Florida",15,12,2020,"Good"
"Fort Lauderdale","Florida",18,12,2021,"Good"
"Fort Lee","New Jersey",17,1,2020,"Good"
"Fort Lee","New Jersey",17,1,2021,"Good"
"Fort Lee","New Jersey",16,2,2020,"Good"
"Fort Lee","New Jersey",20,2,2021,"Good"
"Fort Lee","New Jersey",15,3,2020,"Good"
"Fort Lee","New Jersey",20,3,2021,"Good"
"Fort Lee","New Jersey",12,4,2020,"Good"
"Fort Lee","New Jersey",17,4,2021,"Good"
"Fort Lee","New Jersey",13,5,2020,"Good"
"Fort Lee","New Jersey",11,5,2021,"Good"
"Fort Lee","New Jersey",16,6,2020,"Good"
"Fort Lee","New Jersey",12,6,2021,"Good"
"Fort Lee","New Jersey",10,7,2020,"Good"
"Fort Lee","New Jersey",12,7,2021,"Good"
"Fort Lee","New Jersey",12,8,2020,"Good"
"Fort Lee","New Jersey",12,8,2021,"Good"
"Fort Lee","New Jersey",12,9,2020,"Good"
"Fort Lee","New Jersey",12,9,2021,"Good"
"Fort Lee","New Jersey",13,10,2020,"Good"
"Fort Lee","New Jersey",12,10,2021,"Good"
"Fort Lee","New Jersey",17,11,2020,"Good"
"Fort Lee","New Jersey",18,11,2021,"Good"
"Fort Lee","New Jersey",17,12,2020,"Good"
"Fort Lee","New Jersey",17,12,2021,"Good"
"Fort McDowell","Arizona",105,1,2020,"Unhealthy for Sensitive Groups"
"Fort McDowell","Arizona",140,1,2021,"Unhealthy for Sensitive Groups"
"Fort McDowell","Arizona",142,1,2022,"Unhealthy for Sensitive Groups"
"Fort McDowell","Arizona",149,2,2020,"Unhealthy for Sensitive Groups"
"Fort McDowell","Arizona",93,2,2021,"Moderate"
"Fort McDowell","Arizona",163,3,2020,"Unhealthy"
"Fort McDowell","Arizona",189,3,2021,"Unhealthy"
"Fort McDowell","Arizona",206,4,2020,"Very Unhealthy"
"Fort McDowell","Arizona",212,4,2021,"Very Unhealthy"
"Fort McDowell","Arizona",35,6,2020,"Good"
"Fort McDowell","Arizona",192,7,2020,"Unhealthy"
"Fort McDowell","Arizona",215,8,2020,"Very Unhealthy"
"Fort McDowell","Arizona",119,8,2021,"Unhealthy for Sensitive Groups"
"Fort McDowell","Arizona",40,9,2020,"Good"
"Fort McDowell","Arizona",207,9,2021,"Very Unhealthy"
"Fort McDowell","Arizona",179,10,2020,"Unhealthy"
"Fort McDowell","Arizona",189,10,2021,"Unhealthy"
"Fort McDowell","Arizona",21,11,2021,"Good"
"Fort McDowell","Arizona",103,12,2021,"Unhealthy for Sensitive Groups"
"Fort Myers","Florida",34,1,2022,"Good"
"Fort Myers","Florida",36,2,2022,"Good"
"Fort Myers","Florida",38,3,2022,"Good"
"Fort Myers","Florida",45,5,2021,"Good"
"Fort Myers","Florida",23,6,2021,"Good"
"Fort Myers","Florida",24,7,2021,"Good"
"Fort Myers","Florida",24,8,2021,"Good"
"Fort Myers","Florida",25,9,2021,"Good"
"Fort Myers","Florida",33,10,2021,"Good"
"Fort Myers","Florida",34,11,2021,"Good"
"Fort Myers","Florida",31,12,2021,"Good"
"Fort Myers Beach","Florida",37,1,2020,"Good"
"Fort Myers Beach","Florida",36,1,2021,"Good"
"Fort Myers Beach","Florida",34,2,2020,"Good"
"Fort Myers Beach","Florida",31,2,2021,"Good"
"Fort Myers Beach","Florida",37,3,2020,"Good"
"Fort Myers Beach","Florida",37,3,2021,"Good"
"Fort Myers Beach","Florida",42,4,2020,"Good"
"Fort Myers Beach","Florida",45,4,2021,"Good"
"Fort Myers Beach","Florida",40,5,2020,"Good"
"Fort Myers Beach","Florida",34,5,2021,"Good"
"Fort Myers Beach","Florida",26,6,2020,"Good"
"Fort Myers Beach","Florida",25,7,2020,"Good"
"Fort Myers Beach","Florida",22,8,2020,"Good"
"Fort Myers Beach","Florida",24,9,2020,"Good"
"Fort Myers Beach","Florida",29,10,2020,"Good"
"Fort Myers Beach","Florida",32,11,2020,"Good"
"Fort Myers Beach","Florida",35,12,2020,"Good"
"Fort Pierce","Florida",37,1,2020,"Good"
"Fort Pierce","Florida",36,1,2021,"Good"
"Fort Pierce","Florida",35,2,2020,"Good"
"Fort Pierce","Florida",33,2,2021,"Good"
"Fort Pierce","Florida",37,3,2020,"Good"
"Fort Pierce","Florida",38,3,2021,"Good"
"Fort Pierce","Florida",43,4,2020,"Good"
"Fort Pierce","Florida",43,4,2021,"Good"
"Fort Pierce","Florida",39,5,2020,"Good"
"Fort Pierce","Florida",39,5,2021,"Good"
"Fort Pierce","Florida",28,6,2020,"Good"
"Fort Pierce","Florida",22,6,2021,"Good"
"Fort Pierce","Florida",25,7,2020,"Good"
"Fort Pierce","Florida",25,7,2021,"Good"
"Fort Pierce","Florida",22,8,2020,"Good"
"Fort Pierce","Florida",23,8,2021,"Good"
"Fort Pierce","Florida",24,9,2020,"Good"
"Fort Pierce","Florida",30,9,2021,"Good"
"Fort Pierce","Florida",28,10,2020,"Good"
"Fort Pierce","Florida",33,10,2021,"Good"
"Fort Pierce","Florida",32,11,2020,"Good"
"Fort Pierce","Florida",35,11,2021,"Good"
"Fort Pierce","Florida",34,12,2020,"Good"
"Fort Pierce","Florida",34,12,2021,"Good"
"Fort Walton Beach","Florida",32,1,2020,"Good"
"Fort Walton Beach","Florida",30,1,2021,"Good"
"Fort Walton Beach","Florida",32,1,2022,"Good"
"Fort Walton Beach","Florida",32,2,2020,"Good"
"Fort Walton Beach","Florida",29,2,2021,"Good"
"Fort Walton Beach","Florida",35,2,2022,"Good"
"Fort Walton Beach","Florida",34,3,2020,"Good"
"Fort Walton Beach","Florida",36,3,2021,"Good"
"Fort Walton Beach","Florida",42,3,2022,"Good"
"Fort Walton Beach","Florida",42,4,2020,"Good"
"Fort Walton Beach","Florida",39,4,2021,"Good"
"Fort Walton Beach","Florida",40,5,2020,"Good"
"Fort Walton Beach","Florida",38,5,2021,"Good"
"Fort Walton Beach","Florida",31,6,2020,"Good"
"Fort Walton Beach","Florida",28,6,2021,"Good"
"Fort Walton Beach","Florida",30,7,2020,"Good"
"Fort Walton Beach","Florida",29,7,2021,"Good"
"Fort Walton Beach","Florida",31,8,2020,"Good"
"Fort Walton Beach","Florida",31,8,2021,"Good"
"Fort Walton Beach","Florida",26,9,2020,"Good"
"Fort Walton Beach","Florida",31,9,2021,"Good"
"Fort Walton Beach","Florida",31,10,2020,"Good"
"Fort Walton Beach","Florida",33,10,2021,"Good"
"Fort Walton Beach","Florida",30,11,2020,"Good"
"Fort Walton Beach","Florida",32,11,2021,"Good"
"Fort Walton Beach","Florida",32,12,2020,"Good"
"Fort Walton Beach","Florida",28,12,2021,"Good"
"Fort Wayne","Indiana",24,1,2020,"Good"
"Fort Wayne","Indiana",22,1,2021,"Good"
"Fort Wayne","Indiana",30,2,2020,"Good"
"Fort Wayne","Indiana",34,2,2021,"Good"
"Fort Wayne","Indiana",30,3,2020,"Good"
"Fort Wayne","Indiana",36,3,2021,"Good"
"Fort Wayne","Indiana",37,4,2020,"Good"
"Fort Wayne","Indiana",37,4,2021,"Good"
"Fort Wayne","Indiana",38,5,2020,"Good"
"Fort Wayne","Indiana",38,5,2021,"Good"
"Fort Wayne","Indiana",52,6,2020,"Moderate"
"Fort Wayne","Indiana",42,6,2021,"Good"
"Fort Wayne","Indiana",49,7,2020,"Good"
"Fort Wayne","Indiana",38,7,2021,"Good"
"Fort Wayne","Indiana",42,8,2020,"Good"
"Fort Wayne","Indiana",38,8,2021,"Good"
"Fort Wayne","Indiana",32,9,2020,"Good"
"Fort Wayne","Indiana",37,9,2021,"Good"
"Fort Wayne","Indiana",27,10,2020,"Good"
"Fort Wayne","Indiana",25,11,2020,"Good"
"Fort Wayne","Indiana",21,12,2020,"Good"
"Fort Worth","Texas",19,1,2020,"Good"
"Fort Worth","Texas",19,1,2021,"Good"
"Fort Worth","Texas",23,1,2022,"Good"
"Fort Worth","Texas",18,2,2020,"Good"
"Fort Worth","Texas",18,2,2021,"Good"
"Fort Worth","Texas",3,2,2022,"Good"
"Fort Worth","Texas",17,3,2020,"Good"
"Fort Worth","Texas",25,3,2021,"Good"
"Fort Worth","Texas",20,4,2020,"Good"
"Fort Worth","Texas",22,4,2021,"Good"
"Fort Worth","Texas",24,5,2020,"Good"
"Fort Worth","Texas",21,5,2021,"Good"
"Fort Worth","Texas",23,6,2020,"Good"
"Fort Worth","Texas",27,6,2021,"Good"
"Fort Worth","Texas",19,7,2020,"Good"
"Fort Worth","Texas",27,7,2021,"Good"
"Fort Worth","Texas",29,8,2020,"Good"
"Fort Worth","Texas",25,8,2021,"Good"
"Fort Worth","Texas",19,9,2020,"Good"
"Fort Worth","Texas",33,9,2021,"Good"
"Fort Worth","Texas",22,10,2020,"Good"
"Fort Worth","Texas",26,10,2021,"Good"
"Fort Worth","Texas",24,11,2020,"Good"
"Fort Worth","Texas",22,11,2021,"Good"
"Fort Worth","Texas",21,12,2020,"Good"
"Fort Worth","Texas",22,12,2021,"Good"
"Fostoria","Ohio",2,1,2021,"Good"
"Fostoria","Ohio",2,1,2022,"Good"
"Fostoria","Ohio",4,2,2021,"Good"
"Fostoria","Ohio",1,2,2022,"Good"
"Fostoria","Ohio",3,3,2021,"Good"
"Fostoria","Ohio",2,3,2022,"Good"
"Fostoria","Ohio",1,4,2021,"Good"
"Fostoria","Ohio",2,5,2021,"Good"
"Fostoria","Ohio",1,6,2021,"Good"
"Fostoria","Ohio",0,7,2021,"Good"
"Fostoria","Ohio",4,8,2021,"Good"
"Fostoria","Ohio",3,9,2021,"Good"
"Fostoria","Ohio",1,10,2021,"Good"
"Fostoria","Ohio",3,11,2021,"Good"
"Fostoria","Ohio",2,12,2020,"Good"
"Fostoria","Ohio",1,12,2021,"Good"
"Fountain Hills","Arizona",32,1,2020,"Good"
"Fountain Hills","Arizona",33,1,2021,"Good"
"Fountain Hills","Arizona",37,2,2020,"Good"
"Fountain Hills","Arizona",39,2,2021,"Good"
"Fountain Hills","Arizona",42,3,2020,"Good"
"Fountain Hills","Arizona",44,3,2021,"Good"
"Fountain Hills","Arizona",56,4,2020,"Moderate"
"Fountain Hills","Arizona",48,4,2021,"Good"
"Fountain Hills","Arizona",71,5,2020,"Moderate"
"Fountain Hills","Arizona",70,5,2021,"Moderate"
"Fountain Hills","Arizona",57,6,2020,"Moderate"
"Fountain Hills","Arizona",78,6,2021,"Moderate"
"Fountain Hills","Arizona",56,7,2020,"Moderate"
"Fountain Hills","Arizona",85,7,2021,"Moderate"
"Fountain Hills","Arizona",78,8,2020,"Moderate"
"Fountain Hills","Arizona",62,8,2021,"Moderate"
"Fountain Hills","Arizona",62,9,2020,"Moderate"
"Fountain Hills","Arizona",58,9,2021,"Moderate"
"Fountain Hills","Arizona",50,10,2020,"Good"
"Fountain Hills","Arizona",42,10,2021,"Good"
"Fountain Hills","Arizona",39,11,2020,"Good"
"Fountain Hills","Arizona",35,11,2021,"Good"
"Fountain Hills","Arizona",33,12,2020,"Good"
"Fountain Hills","Arizona",29,12,2021,"Good"
"Franklin","Kentucky",28,2,2021,"Good"
"Franklin","Kentucky",31,3,2020,"Good"
"Franklin","Kentucky",36,3,2021,"Good"
"Franklin","Kentucky",40,4,2020,"Good"
"Franklin","Kentucky",41,4,2021,"Good"
"Franklin","Kentucky",37,5,2020,"Good"
"Franklin","Kentucky",46,5,2021,"Good"
"Franklin","Kentucky",39,6,2020,"Good"
"Franklin","Kentucky",41,6,2021,"Good"
"Franklin","Kentucky",38,7,2020,"Good"
"Franklin","Kentucky",40,7,2021,"Good"
"Franklin","Kentucky",34,8,2020,"Good"
"Franklin","Kentucky",34,8,2021,"Good"
"Franklin","Kentucky",33,9,2020,"Good"
"Franklin","Kentucky",33,9,2021,"Good"
"Franklin","Kentucky",26,10,2020,"Good"
"Franklin","Kentucky",31,10,2021,"Good"
"Franklin","Texas",0,1,2020,"Good"
"Franklin","Texas",2,1,2021,"Good"
"Franklin","Texas",2,1,2022,"Good"
"Franklin","Texas",0,2,2020,"Good"
"Franklin","Texas",1,2,2021,"Good"
"Franklin","Texas",0,3,2020,"Good"
"Franklin","Texas",1,3,2021,"Good"
"Franklin","Texas",1,4,2020,"Good"
"Franklin","Texas",1,4,2021,"Good"
"Franklin","Texas",0,5,2020,"Good"
"Franklin","Texas",0,5,2021,"Good"
"Franklin","Texas",0,6,2020,"Good"
"Franklin","Texas",0,6,2021,"Good"
"Franklin","Texas",0,7,2020,"Good"
"Franklin","Texas",0,7,2021,"Good"
"Franklin","Texas",1,8,2020,"Good"
"Franklin","Texas",0,8,2021,"Good"
"Franklin","Texas",0,9,2020,"Good"
"Franklin","Texas",2,9,2021,"Good"
"Franklin","Texas",0,10,2020,"Good"
"Franklin","Texas",2,10,2021,"Good"
"Franklin","Texas",1,11,2020,"Good"
"Franklin","Texas",2,11,2021,"Good"
"Franklin","Texas",1,12,2020,"Good"
"Franklin","Texas",0,12,2021,"Good"
"Franklin Furnace","Ohio",2,1,2020,"Good"
"Franklin Furnace","Ohio",2,1,2021,"Good"
"Franklin Furnace","Ohio",3,1,2022,"Good"
"Franklin Furnace","Ohio",2,2,2020,"Good"
"Franklin Furnace","Ohio",2,2,2021,"Good"
"Franklin Furnace","Ohio",3,2,2022,"Good"
"Franklin Furnace","Ohio",3,3,2020,"Good"
"Franklin Furnace","Ohio",5,3,2021,"Good"
"Franklin Furnace","Ohio",4,3,2022,"Good"
"Franklin Furnace","Ohio",2,4,2020,"Good"
"Franklin Furnace","Ohio",3,4,2021,"Good"
"Franklin Furnace","Ohio",1,5,2020,"Good"
"Franklin Furnace","Ohio",2,5,2021,"Good"
"Franklin Furnace","Ohio",3,6,2020,"Good"
"Franklin Furnace","Ohio",2,6,2021,"Good"
"Franklin Furnace","Ohio",2,7,2020,"Good"
"Franklin Furnace","Ohio",2,7,2021,"Good"
"Franklin Furnace","Ohio",2,8,2020,"Good"
"Franklin Furnace","Ohio",1,8,2021,"Good"
"Franklin Furnace","Ohio",2,9,2020,"Good"
"Franklin Furnace","Ohio",1,9,2021,"Good"
"Franklin Furnace","Ohio",3,10,2020,"Good"
"Franklin Furnace","Ohio",3,10,2021,"Good"
"Franklin Furnace","Ohio",3,11,2020,"Good"
"Franklin Furnace","Ohio",3,11,2021,"Good"
"Franklin Furnace","Ohio",3,12,2020,"Good"
"Franklin Furnace","Ohio",2,12,2021,"Good"
"Frederick","Maryland",31,2,2020,"Good"
"Frederick","Maryland",16,2,2021,"Good"
"Frederick","Maryland",31,2,2022,"Good"
"Frederick","Maryland",35,3,2020,"Good"
"Frederick","Maryland",40,3,2021,"Good"
"Frederick","Maryland",39,3,2022,"Good"
"Frederick","Maryland",40,4,2020,"Good"
"Frederick","Maryland",45,4,2021,"Good"
"Frederick","Maryland",38,5,2020,"Good"
"Frederick","Maryland",48,5,2021,"Good"
"Frederick","Maryland",45,6,2020,"Good"
"Frederick","Maryland",43,6,2021,"Good"
"Frederick","Maryland",50,7,2020,"Good"
"Frederick","Maryland",45,7,2021,"Good"
"Frederick","Maryland",41,8,2020,"Good"
"Frederick","Maryland",48,8,2021,"Good"
"Frederick","Maryland",32,9,2020,"Good"
"Frederick","Maryland",38,9,2021,"Good"
"Frederick","Maryland",28,10,2020,"Good"
"Frederick","Maryland",31,10,2021,"Good"
"Freemansburg","Pennsylvania",16,1,2020,"Good"
"Freemansburg","Pennsylvania",15,1,2021,"Good"
"Freemansburg","Pennsylvania",18,2,2020,"Good"
"Freemansburg","Pennsylvania",19,2,2021,"Good"
"Freemansburg","Pennsylvania",18,3,2020,"Good"
"Freemansburg","Pennsylvania",20,3,2021,"Good"
"Freemansburg","Pennsylvania",17,4,2020,"Good"
"Freemansburg","Pennsylvania",20,4,2021,"Good"
"Freemansburg","Pennsylvania",16,5,2020,"Good"
"Freemansburg","Pennsylvania",20,5,2021,"Good"
"Freemansburg","Pennsylvania",18,6,2020,"Good"
"Freemansburg","Pennsylvania",19,6,2021,"Good"
"Freemansburg","Pennsylvania",20,7,2020,"Good"
"Freemansburg","Pennsylvania",20,7,2021,"Good"
"Freemansburg","Pennsylvania",18,8,2020,"Good"
"Freemansburg","Pennsylvania",22,8,2021,"Good"
"Freemansburg","Pennsylvania",14,9,2020,"Good"
"Freemansburg","Pennsylvania",16,9,2021,"Good"
"Freemansburg","Pennsylvania",13,10,2020,"Good"
"Freemansburg","Pennsylvania",14,10,2021,"Good"
"Freemansburg","Pennsylvania",16,11,2020,"Good"
"Freemansburg","Pennsylvania",12,11,2021,"Good"
"Freemansburg","Pennsylvania",15,12,2020,"Good"
"Freemansburg","Pennsylvania",13,12,2021,"Good"
"French Settlement","Louisiana",20,1,2020,"Good"
"French Settlement","Louisiana",18,1,2021,"Good"
"French Settlement","Louisiana",20,1,2022,"Good"
"French Settlement","Louisiana",19,2,2020,"Good"
"French Settlement","Louisiana",17,2,2021,"Good"
"French Settlement","Louisiana",22,2,2022,"Good"
"French Settlement","Louisiana",20,3,2020,"Good"
"French Settlement","Louisiana",19,3,2021,"Good"
"French Settlement","Louisiana",27,3,2022,"Good"
"French Settlement","Louisiana",22,4,2020,"Good"
"French Settlement","Louisiana",22,4,2021,"Good"
"French Settlement","Louisiana",23,4,2022,"Good"
"French Settlement","Louisiana",23,5,2020,"Good"
"French Settlement","Louisiana",16,5,2021,"Good"
"French Settlement","Louisiana",16,6,2020,"Good"
"French Settlement","Louisiana",13,6,2021,"Good"
"French Settlement","Louisiana",14,7,2020,"Good"
"French Settlement","Louisiana",14,7,2021,"Good"
"French Settlement","Louisiana",18,8,2020,"Good"
"French Settlement","Louisiana",18,8,2021,"Good"
"French Settlement","Louisiana",17,9,2020,"Good"
"French Settlement","Louisiana",19,9,2021,"Good"
"French Settlement","Louisiana",25,10,2020,"Good"
"French Settlement","Louisiana",20,10,2021,"Good"
"French Settlement","Louisiana",17,11,2020,"Good"
"French Settlement","Louisiana",20,11,2021,"Good"
"French Settlement","Louisiana",19,12,2020,"Good"
"French Settlement","Louisiana",17,12,2021,"Good"
"Fresno","California",15,1,2020,"Good"
"Fresno","California",16,1,2021,"Good"
"Fresno","California",22,2,2020,"Good"
"Fresno","California",18,2,2021,"Good"
"Fresno","California",15,3,2020,"Good"
"Fresno","California",18,3,2021,"Good"
"Fresno","California",15,4,2020,"Good"
"Fresno","California",19,4,2021,"Good"
"Fresno","California",18,5,2020,"Good"
"Fresno","California",18,5,2021,"Good"
"Fresno","California",18,6,2020,"Good"
"Fresno","California",23,6,2021,"Good"
"Fresno","California",20,7,2020,"Good"
"Fresno","California",27,7,2021,"Good"
"Fresno","California",27,8,2020,"Good"
"Fresno","California",27,8,2021,"Good"
"Fresno","California",30,9,2020,"Good"
"Fresno","California",27,9,2021,"Good"
"Fresno","California",32,10,2020,"Good"
"Fresno","California",22,10,2021,"Good"
"Fresno","California",21,11,2020,"Good"
"Fresno","California",16,11,2021,"Good"
"Fresno","California",17,12,2020,"Good"
"Fresno","California",15,12,2021,"Good"
"Frisco","Texas",26,1,2020,"Good"
"Frisco","Texas",26,1,2021,"Good"
"Frisco","Texas",31,1,2022,"Good"
"Frisco","Texas",31,2,2020,"Good"
"Frisco","Texas",31,2,2021,"Good"
"Frisco","Texas",32,3,2020,"Good"
"Frisco","Texas",42,3,2021,"Good"
"Frisco","Texas",42,4,2020,"Good"
"Frisco","Texas",43,4,2021,"Good"
"Frisco","Texas",49,5,2020,"Good"
"Frisco","Texas",41,5,2021,"Good"
"Frisco","Texas",51,6,2020,"Moderate"
"Frisco","Texas",52,6,2021,"Moderate"
"Frisco","Texas",43,7,2020,"Good"
"Frisco","Texas",51,7,2021,"Moderate"
"Frisco","Texas",51,8,2020,"Moderate"
"Frisco","Texas",45,8,2021,"Good"
"Frisco","Texas",37,9,2020,"Good"
"Frisco","Texas",62,9,2021,"Moderate"
"Frisco","Texas",38,10,2020,"Good"
"Frisco","Texas",46,10,2021,"Good"
"Frisco","Texas",33,11,2020,"Good"
"Frisco","Texas",33,11,2021,"Good"
"Frisco","Texas",27,12,2020,"Good"
"Frisco","Texas",25,12,2021,"Good"
"Fulton","New York",29,1,2020,"Good"
"Fulton","New York",30,1,2021,"Good"
"Fulton","New York",31,1,2022,"Good"
"Fulton","New York",34,2,2020,"Good"
"Fulton","New York",38,2,2021,"Good"
"Fulton","New York",36,2,2022,"Good"
"Fulton","New York",35,3,2020,"Good"
"Fulton","New York",40,3,2021,"Good"
"Fulton","New York",38,3,2022,"Good"
"Fulton","New York",38,4,2020,"Good"
"Fulton","New York",42,4,2021,"Good"
"Fulton","New York",37,4,2022,"Good"
"Fulton","New York",37,5,2020,"Good"
"Fulton","New York",45,5,2021,"Good"
"Fulton","New York",39,6,2020,"Good"
"Fulton","New York",44,6,2021,"Good"
"Fulton","New York",35,7,2020,"Good"
"Fulton","New York",32,7,2021,"Good"
"Fulton","New York",33,8,2020,"Good"
"Fulton","New York",32,8,2021,"Good"
"Fulton","New York",31,9,2020,"Good"
"Fulton","New York",28,9,2021,"Good"
"Fulton","New York",27,10,2020,"Good"
"Fulton","New York",26,10,2021,"Good"
"Fulton","New York",31,11,2020,"Good"
"Fulton","New York",26,11,2021,"Good"
"Fulton","New York",28,12,2020,"Good"
"Fulton","New York",25,12,2021,"Good"
"Galloway (Township of)","New Jersey",14,1,2020,"Good"
"Galloway (Township of)","New Jersey",13,1,2021,"Good"
"Galloway (Township of)","New Jersey",15,2,2020,"Good"
"Galloway (Township of)","New Jersey",16,2,2021,"Good"
"Galloway (Township of)","New Jersey",17,3,2020,"Good"
"Galloway (Township of)","New Jersey",18,3,2021,"Good"
"Galloway (Township of)","New Jersey",18,4,2020,"Good"
"Galloway (Township of)","New Jersey",20,4,2021,"Good"
"Galloway (Township of)","New Jersey",16,5,2020,"Good"
"Galloway (Township of)","New Jersey",21,5,2021,"Good"
"Galloway (Township of)","New Jersey",22,6,2020,"Good"
"Galloway (Township of)","New Jersey",16,6,2021,"Good"
"Galloway (Township of)","New Jersey",16,7,2020,"Good"
"Galloway (Township of)","New Jersey",19,7,2021,"Good"
"Galloway (Township of)","New Jersey",15,8,2020,"Good"
"Galloway (Township of)","New Jersey",17,8,2021,"Good"
"Galloway (Township of)","New Jersey",13,9,2020,"Good"
"Galloway (Township of)","New Jersey",14,9,2021,"Good"
"Galloway (Township of)","New Jersey",12,10,2020,"Good"
"Galloway (Township of)","New Jersey",15,10,2021,"Good"
"Galloway (Township of)","New Jersey",13,11,2020,"Good"
"Galloway (Township of)","New Jersey",13,11,2021,"Good"
"Galloway (Township of)","New Jersey",11,12,2020,"Good"
"Galloway (Township of)","New Jersey",12,12,2021,"Good"
"Galveston","Texas",20,1,2020,"Good"
"Galveston","Texas",21,1,2021,"Good"
"Galveston","Texas",24,1,2022,"Good"
"Galveston","Texas",21,2,2020,"Good"
"Galveston","Texas",20,2,2021,"Good"
"Galveston","Texas",20,3,2020,"Good"
"Galveston","Texas",25,3,2021,"Good"
"Galveston","Texas",25,4,2020,"Good"
"Galveston","Texas",31,4,2021,"Good"
"Galveston","Texas",27,5,2020,"Good"
"Galveston","Texas",20,5,2021,"Good"
"Galveston","Texas",20,6,2020,"Good"
"Galveston","Texas",16,6,2021,"Good"
"Galveston","Texas",9,7,2020,"Good"
"Galveston","Texas",12,7,2021,"Good"
"Galveston","Texas",21,8,2020,"Good"
"Galveston","Texas",16,8,2021,"Good"
"Galveston","Texas",19,9,2020,"Good"
"Galveston","Texas",26,9,2021,"Good"
"Galveston","Texas",21,10,2020,"Good"
"Galveston","Texas",25,10,2021,"Good"
"Galveston","Texas",23,11,2020,"Good"
"Galveston","Texas",23,11,2021,"Good"
"Galveston","Texas",21,12,2020,"Good"
"Galveston","Texas",16,12,2021,"Good"
"Gardiner","Maine",7,1,2020,"Good"
"Gardiner","Maine",27,2,2020,"Good"
"Gardiner","Maine",38,2,2021,"Good"
"Gardiner","Maine",23,2,2022,"Good"
"Gardiner","Maine",38,3,2020,"Good"
"Gardiner","Maine",38,3,2021,"Good"
"Gardiner","Maine",39,3,2022,"Good"
"Gardiner","Maine",39,4,2020,"Good"
"Gardiner","Maine",38,4,2021,"Good"
"Gardiner","Maine",38,4,2022,"Good"
"Gardiner","Maine",37,5,2020,"Good"
"Gardiner","Maine",36,5,2021,"Good"
"Gardiner","Maine",33,6,2020,"Good"
"Gardiner","Maine",37,6,2021,"Good"
"Gardiner","Maine",26,7,2020,"Good"
"Gardiner","Maine",25,7,2021,"Good"
"Gardiner","Maine",29,8,2020,"Good"
"Gardiner","Maine",29,8,2021,"Good"
"Gardiner","Maine",28,9,2020,"Good"
"Gardiner","Maine",27,9,2021,"Good"
"Gardiner","Maine",38,10,2020,"Good"
"Gardiner","Maine",15,10,2021,"Good"
"Gary","Indiana",15,1,2020,"Good"
"Gary","Indiana",15,1,2021,"Good"
"Gary","Indiana",19,2,2020,"Good"
"Gary","Indiana",22,2,2021,"Good"
"Gary","Indiana",16,3,2020,"Good"
"Gary","Indiana",22,3,2021,"Good"
"Gary","Indiana",20,4,2020,"Good"
"Gary","Indiana",22,4,2021,"Good"
"Gary","Indiana",18,5,2020,"Good"
"Gary","Indiana",20,5,2021,"Good"
"Gary","Indiana",26,6,2020,"Good"
"Gary","Indiana",24,6,2021,"Good"
