"City Name","State Name","avg_aqi","Month","Year","aqi_index"
"Addis","Louisiana",3,1,2020,"Good"
"Addis","Louisiana",13,1,2021,"Good"
"Addis","Louisiana",1,2,2020,"Good"
"Addis","Louisiana",3,3,2020,"Good"
"Addis","Louisiana",4,4,2020,"Good"
"Addis","Louisiana",2,5,2020,"Good"
"Addis","Louisiana",1,6,2020,"Good"
"Addis","Louisiana",5,7,2020,"Good"
"Addis","Louisiana",2,8,2020,"Good"
"Addis","Louisiana",8,9,2020,"Good"
"Addis","Louisiana",9,10,2020,"Good"
"Addis","Louisiana",4,11,2020,"Good"
"Addis","Louisiana",4,12,2020,"Good"
"Air Force Academy","Colorado",37,1,2020,"Good"
"Air Force Academy","Colorado",36,1,2021,"Good"
"Air Force Academy","Colorado",36,1,2022,"Good"
"Air Force Academy","Colorado",38,2,2020,"Good"
"Air Force Academy","Colorado",37,2,2021,"Good"
"Air Force Academy","Colorado",41,2,2022,"Good"
"Air Force Academy","Colorado",41,3,2020,"Good"
"Air Force Academy","Colorado",44,3,2021,"Good"
"Air Force Academy","Colorado",43,3,2022,"Good"
"Air Force Academy","Colorado",47,4,2020,"Good"
"Air Force Academy","Colorado",45,4,2021,"Good"
"Air Force Academy","Colorado",54,4,2022,"Moderate"
"Air Force Academy","Colorado",52,5,2020,"Moderate"
"Air Force Academy","Colorado",50,5,2021,"Good"
"Air Force Academy","Colorado",55,6,2020,"Moderate"
"Air Force Academy","Colorado",59,6,2021,"Moderate"
"Air Force Academy","Colorado",54,7,2020,"Moderate"
"Air Force Academy","Colorado",90,7,2021,"Moderate"
"Air Force Academy","Colorado",78,8,2020,"Moderate"
"Air Force Academy","Colorado",83,8,2021,"Moderate"
"Air Force Academy","Colorado",56,9,2020,"Moderate"
"Air Force Academy","Colorado",59,9,2021,"Moderate"
"Air Force Academy","Colorado",40,10,2020,"Good"
"Air Force Academy","Colorado",45,10,2021,"Good"
"Air Force Academy","Colorado",37,11,2020,"Good"
"Air Force Academy","Colorado",37,11,2021,"Good"
"Air Force Academy","Colorado",35,12,2020,"Good"
"Air Force Academy","Colorado",39,12,2021,"Good"
"Ak-Chin Village","Arizona",60,4,2021,"Moderate"
"Akron","Ohio",0,1,2020,"Good"
"Akron","Ohio",0,1,2021,"Good"
"Akron","Ohio",1,1,2022,"Good"
"Akron","Ohio",0,2,2020,"Good"
"Akron","Ohio",0,2,2021,"Good"
"Akron","Ohio",2,2,2022,"Good"
"Akron","Ohio",9,3,2020,"Good"
"Akron","Ohio",17,3,2021,"Good"
"Akron","Ohio",19,3,2022,"Good"
"Akron","Ohio",13,4,2020,"Good"
"Akron","Ohio",20,4,2021,"Good"
"Akron","Ohio",12,5,2020,"Good"
"Akron","Ohio",23,5,2021,"Good"
"Akron","Ohio",15,6,2020,"Good"
"Akron","Ohio",20,6,2021,"Good"
"Akron","Ohio",17,7,2020,"Good"
"Akron","Ohio",21,7,2021,"Good"
"Akron","Ohio",14,8,2020,"Good"
"Akron","Ohio",23,8,2021,"Good"
"Akron","Ohio",11,9,2020,"Good"
"Akron","Ohio",20,9,2021,"Good"
"Akron","Ohio",8,10,2020,"Good"
"Akron","Ohio",15,10,2021,"Good"
"Akron","Ohio",1,11,2020,"Good"
"Akron","Ohio",0,11,2021,"Good"
"Akron","Ohio",0,12,2020,"Good"
"Akron","Ohio",0,12,2021,"Good"
"Albany","Indiana",25,1,2020,"Good"
"Albany","Indiana",21,1,2021,"Good"
"Albany","Indiana",30,2,2020,"Good"
"Albany","Indiana",35,2,2021,"Good"
"Albany","Indiana",31,3,2020,"Good"
"Albany","Indiana",37,3,2021,"Good"
"Albany","Indiana",38,4,2020,"Good"
"Albany","Indiana",42,4,2021,"Good"
"Albany","Indiana",39,5,2020,"Good"
"Albany","Indiana",44,5,2021,"Good"
"Albany","Indiana",51,6,2020,"Moderate"
"Albany","Indiana",47,6,2021,"Good"
"Albany","Indiana",47,7,2020,"Good"
"Albany","Indiana",39,7,2021,"Good"
"Albany","Indiana",37,8,2020,"Good"
"Albany","Indiana",37,8,2021,"Good"
"Albany","Indiana",33,9,2020,"Good"
"Albany","Indiana",37,9,2021,"Good"
"Albany","Indiana",27,10,2020,"Good"
"Albany","Indiana",29,10,2021,"Good"
"Albany","Indiana",26,11,2020,"Good"
"Albany","Indiana",26,11,2021,"Good"
"Albany","Indiana",21,12,2020,"Good"
"Albany","Indiana",23,12,2021,"Good"
"Albany","New York",0,1,2020,"Good"
"Albany","New York",12,1,2021,"Good"
"Albany","New York",28,1,2022,"Good"
"Albany","New York",15,2,2020,"Good"
"Albany","New York",17,2,2021,"Good"
"Albany","New York",33,2,2022,"Good"
"Albany","New York",17,3,2020,"Good"
"Albany","New York",19,3,2021,"Good"
"Albany","New York",36,3,2022,"Good"
"Albany","New York",19,4,2020,"Good"
"Albany","New York",19,4,2021,"Good"
"Albany","New York",38,4,2022,"Good"
"Albany","New York",18,5,2020,"Good"
"Albany","New York",20,5,2021,"Good"
"Albany","New York",19,6,2020,"Good"
"Albany","New York",19,6,2021,"Good"
"Albany","New York",17,7,2020,"Good"
"Albany","New York",15,7,2021,"Good"
"Albany","New York",16,8,2020,"Good"
"Albany","New York",18,8,2021,"Good"
"Albany","New York",15,9,2020,"Good"
"Albany","New York",14,9,2021,"Good"
"Albany","New York",13,10,2020,"Good"
"Albany","New York",12,10,2021,"Good"
"Albany","New York",13,11,2020,"Good"
"Albany","New York",13,11,2021,"Good"
"Albany","New York",12,12,2020,"Good"
"Albany","New York",11,12,2021,"Good"
"Albuquerque","New Mexico",20,1,2020,"Good"
"Albuquerque","New Mexico",20,1,2021,"Good"
"Albuquerque","New Mexico",13,1,2022,"Good"
"Albuquerque","New Mexico",19,2,2020,"Good"
"Albuquerque","New Mexico",21,2,2021,"Good"
"Albuquerque","New Mexico",12,2,2022,"Good"
"Albuquerque","New Mexico",21,3,2020,"Good"
"Albuquerque","New Mexico",22,3,2021,"Good"
"Albuquerque","New Mexico",9,3,2022,"Good"
"Albuquerque","New Mexico",22,4,2020,"Good"
"Albuquerque","New Mexico",21,4,2021,"Good"
"Albuquerque","New Mexico",24,5,2020,"Good"
"Albuquerque","New Mexico",21,5,2021,"Good"
"Albuquerque","New Mexico",24,6,2020,"Good"
"Albuquerque","New Mexico",28,6,2021,"Good"
"Albuquerque","New Mexico",23,7,2020,"Good"
"Albuquerque","New Mexico",32,7,2021,"Good"
"Albuquerque","New Mexico",29,8,2020,"Good"
"Albuquerque","New Mexico",28,8,2021,"Good"
"Albuquerque","New Mexico",23,9,2020,"Good"
"Albuquerque","New Mexico",26,9,2021,"Good"
"Albuquerque","New Mexico",19,10,2020,"Good"
"Albuquerque","New Mexico",23,10,2021,"Good"
"Albuquerque","New Mexico",19,11,2020,"Good"
"Albuquerque","New Mexico",22,11,2021,"Good"
"Albuquerque","New Mexico",19,12,2020,"Good"
"Albuquerque","New Mexico",20,12,2021,"Good"
"Allen Park","Michigan",9,1,2020,"Good"
"Allen Park","Michigan",10,1,2021,"Good"
"Allen Park","Michigan",12,2,2020,"Good"
"Allen Park","Michigan",12,2,2021,"Good"
"Allen Park","Michigan",13,3,2020,"Good"
"Allen Park","Michigan",14,3,2021,"Good"
"Allen Park","Michigan",14,4,2020,"Good"
"Allen Park","Michigan",13,4,2021,"Good"
"Allen Park","Michigan",13,5,2020,"Good"
"Allen Park","Michigan",16,5,2021,"Good"
"Allen Park","Michigan",20,6,2020,"Good"
"Allen Park","Michigan",20,6,2021,"Good"
"Allen Park","Michigan",21,7,2020,"Good"
"Allen Park","Michigan",15,7,2021,"Good"
"Allen Park","Michigan",16,8,2020,"Good"
"Allen Park","Michigan",18,8,2021,"Good"
"Allen Park","Michigan",10,9,2020,"Good"
"Allen Park","Michigan",13,9,2021,"Good"
"Allen Park","Michigan",10,10,2020,"Good"
"Allen Park","Michigan",8,10,2021,"Good"
"Allen Park","Michigan",10,11,2020,"Good"
"Allen Park","Michigan",9,11,2021,"Good"
"Allen Park","Michigan",9,12,2020,"Good"
"Allen Park","Michigan",9,12,2021,"Good"
"Allentown","Pennsylvania",24,1,2020,"Good"
"Allentown","Pennsylvania",25,1,2021,"Good"
"Allentown","Pennsylvania",29,2,2020,"Good"
"Allentown","Pennsylvania",31,2,2021,"Good"
"Allentown","Pennsylvania",33,3,2020,"Good"
"Allentown","Pennsylvania",35,3,2021,"Good"
"Allentown","Pennsylvania",38,4,2020,"Good"
"Allentown","Pennsylvania",37,4,2021,"Good"
"Allentown","Pennsylvania",37,5,2020,"Good"
"Allentown","Pennsylvania",39,5,2021,"Good"
"Allentown","Pennsylvania",42,6,2020,"Good"
"Allentown","Pennsylvania",41,6,2021,"Good"
"Allentown","Pennsylvania",44,7,2020,"Good"
"Allentown","Pennsylvania",38,7,2021,"Good"
"Allentown","Pennsylvania",37,8,2020,"Good"
"Allentown","Pennsylvania",39,8,2021,"Good"
"Allentown","Pennsylvania",30,9,2020,"Good"
"Allentown","Pennsylvania",33,9,2021,"Good"
"Allentown","Pennsylvania",24,10,2020,"Good"
"Allentown","Pennsylvania",25,10,2021,"Good"
"Allentown","Pennsylvania",27,11,2020,"Good"
"Allentown","Pennsylvania",22,12,2020,"Good"
"Alliance","Ohio",28,2,2020,"Good"
"Alliance","Ohio",28,2,2021,"Good"
"Alliance","Ohio",33,2,2022,"Good"
"Alliance","Ohio",35,3,2020,"Good"
"Alliance","Ohio",42,3,2021,"Good"
"Alliance","Ohio",38,3,2022,"Good"
"Alliance","Ohio",41,4,2020,"Good"
"Alliance","Ohio",45,4,2021,"Good"
"Alliance","Ohio",40,5,2020,"Good"
"Alliance","Ohio",48,5,2021,"Good"
"Alliance","Ohio",48,6,2020,"Good"
"Alliance","Ohio",46,6,2021,"Good"
"Alliance","Ohio",52,7,2020,"Moderate"
"Alliance","Ohio",42,7,2021,"Good"
"Alliance","Ohio",42,8,2020,"Good"
"Alliance","Ohio",42,8,2021,"Good"
"Alliance","Ohio",36,9,2020,"Good"
"Alliance","Ohio",38,9,2021,"Good"
"Alliance","Ohio",28,10,2020,"Good"
"Alliance","Ohio",31,10,2021,"Good"
"Alpine","California",24,1,2020,"Good"
"Alpine","California",25,1,2021,"Good"
"Alpine","California",27,2,2020,"Good"
"Alpine","California",28,2,2021,"Good"
"Alpine","California",23,3,2020,"Good"
"Alpine","California",28,3,2021,"Good"
"Alpine","California",29,4,2020,"Good"
"Alpine","California",35,4,2021,"Good"
"Alpine","California",33,5,2020,"Good"
"Alpine","California",33,5,2021,"Good"
"Alpine","California",32,6,2020,"Good"
"Alpine","California",40,6,2021,"Good"
"Alpine","California",35,7,2020,"Good"
"Alpine","California",39,7,2021,"Good"
"Alpine","California",40,8,2020,"Good"
"Alpine","California",42,8,2021,"Good"
"Alpine","California",42,9,2020,"Good"
"Alpine","California",40,9,2021,"Good"
"Alpine","California",42,10,2020,"Good"
"Alpine","California",32,10,2021,"Good"
"Alpine","California",26,11,2020,"Good"
"Alpine","California",30,11,2021,"Good"
"Alpine","California",24,12,2020,"Good"
"Alpine","California",25,12,2021,"Good"
"Alsip","Illinois",30,2,2020,"Good"
"Alsip","Illinois",27,2,2021,"Good"
"Alsip","Illinois",18,2,2022,"Good"
"Alsip","Illinois",30,3,2020,"Good"
"Alsip","Illinois",38,3,2021,"Good"
"Alsip","Illinois",34,3,2022,"Good"
"Alsip","Illinois",37,4,2020,"Good"
"Alsip","Illinois",37,4,2021,"Good"
"Alsip","Illinois",39,5,2020,"Good"
"Alsip","Illinois",39,5,2021,"Good"
"Alsip","Illinois",60,6,2020,"Moderate"
"Alsip","Illinois",57,6,2021,"Moderate"
"Alsip","Illinois",57,7,2020,"Moderate"
"Alsip","Illinois",46,7,2021,"Good"
"Alsip","Illinois",48,8,2020,"Good"
"Alsip","Illinois",47,8,2021,"Good"
"Alsip","Illinois",32,9,2020,"Good"
"Alsip","Illinois",43,9,2021,"Good"
"Alsip","Illinois",27,10,2020,"Good"
"Alsip","Illinois",30,10,2021,"Good"
"Alton","Illinois",25,2,2020,"Good"
"Alton","Illinois",27,2,2021,"Good"
"Alton","Illinois",8,2,2022,"Good"
"Alton","Illinois",31,3,2020,"Good"
"Alton","Illinois",39,3,2021,"Good"
"Alton","Illinois",41,3,2022,"Good"
"Alton","Illinois",41,4,2020,"Good"
"Alton","Illinois",41,4,2021,"Good"
"Alton","Illinois",39,5,2020,"Good"
"Alton","Illinois",43,5,2021,"Good"
"Alton","Illinois",56,6,2020,"Moderate"
"Alton","Illinois",52,6,2021,"Moderate"
"Alton","Illinois",47,7,2020,"Good"
"Alton","Illinois",54,7,2021,"Moderate"
"Alton","Illinois",42,8,2020,"Good"
"Alton","Illinois",49,8,2021,"Good"
"Alton","Illinois",35,9,2020,"Good"
"Alton","Illinois",44,9,2021,"Good"
"Alton","Illinois",27,10,2020,"Good"
"Alton","Illinois",29,10,2021,"Good"
"Altoona","Pennsylvania",13,1,2020,"Good"
"Altoona","Pennsylvania",13,1,2021,"Good"
"Altoona","Pennsylvania",14,2,2020,"Good"
"Altoona","Pennsylvania",17,2,2021,"Good"
"Altoona","Pennsylvania",17,3,2020,"Good"
"Altoona","Pennsylvania",20,3,2021,"Good"
"Altoona","Pennsylvania",21,4,2020,"Good"
"Altoona","Pennsylvania",7,4,2021,"Good"
"Altoona","Pennsylvania",19,5,2020,"Good"
"Altoona","Pennsylvania",19,5,2021,"Good"
"Altoona","Pennsylvania",21,6,2020,"Good"
"Altoona","Pennsylvania",2,6,2021,"Good"
"Altoona","Pennsylvania",23,7,2020,"Good"
"Altoona","Pennsylvania",18,7,2021,"Good"
"Altoona","Pennsylvania",18,8,2020,"Good"
"Altoona","Pennsylvania",20,8,2021,"Good"
"Altoona","Pennsylvania",17,9,2020,"Good"
"Altoona","Pennsylvania",17,9,2021,"Good"
"Altoona","Pennsylvania",14,10,2020,"Good"
"Altoona","Pennsylvania",12,10,2021,"Good"
"Altoona","Pennsylvania",13,11,2020,"Good"
"Altoona","Pennsylvania",1,11,2021,"Good"
"Altoona","Pennsylvania",12,12,2020,"Good"
"Altoona","Pennsylvania",1,12,2021,"Good"
"Amarillo","Texas",3,1,2020,"Good"
"Amarillo","Texas",4,1,2021,"Good"
"Amarillo","Texas",6,1,2022,"Good"
"Amarillo","Texas",4,2,2020,"Good"
"Amarillo","Texas",8,2,2021,"Good"
"Amarillo","Texas",4,3,2020,"Good"
"Amarillo","Texas",7,3,2021,"Good"
"Amarillo","Texas",7,4,2020,"Good"
"Amarillo","Texas",10,4,2021,"Good"
"Amarillo","Texas",4,5,2020,"Good"
"Amarillo","Texas",6,5,2021,"Good"
"Amarillo","Texas",20,6,2020,"Good"
"Amarillo","Texas",15,6,2021,"Good"
"Amarillo","Texas",17,7,2020,"Good"
"Amarillo","Texas",13,7,2021,"Good"
"Amarillo","Texas",18,8,2020,"Good"
"Amarillo","Texas",26,8,2021,"Good"
"Amarillo","Texas",7,9,2020,"Good"
"Amarillo","Texas",27,9,2021,"Good"
"Amarillo","Texas",7,10,2020,"Good"
"Amarillo","Texas",6,10,2021,"Good"
"Amarillo","Texas",14,11,2020,"Good"
"Amarillo","Texas",8,11,2021,"Good"
"Amarillo","Texas",4,12,2020,"Good"
"Amarillo","Texas",7,12,2021,"Good"
"Amherst","New York",28,1,2020,"Good"
"Amherst","New York",27,1,2021,"Good"
"Amherst","New York",32,2,2020,"Good"
"Amherst","New York",36,2,2021,"Good"
"Amherst","New York",34,3,2020,"Good"
"Amherst","New York",39,3,2021,"Good"
"Amherst","New York",40,3,2022,"Good"
"Amherst","New York",39,4,2020,"Good"
"Amherst","New York",40,4,2021,"Good"
"Amherst","New York",37,4,2022,"Good"
"Amherst","New York",38,5,2020,"Good"
"Amherst","New York",49,5,2021,"Good"
"Amherst","New York",47,6,2020,"Good"
"Amherst","New York",50,6,2021,"Good"
"Amherst","New York",48,7,2020,"Good"
"Amherst","New York",40,7,2021,"Good"
"Amherst","New York",41,8,2020,"Good"
"Amherst","New York",42,8,2021,"Good"
"Amherst","New York",30,9,2020,"Good"
"Amherst","New York",34,9,2021,"Good"
"Amherst","New York",23,10,2020,"Good"
"Amherst","New York",27,10,2021,"Good"
"Amherst","New York",30,11,2020,"Good"
"Amherst","New York",26,12,2020,"Good"
"Anacortes","Washington",0,1,2020,"Good"
"Anacortes","Washington",0,1,2022,"Good"
"Anacortes","Washington",0,2,2020,"Good"
"Anacortes","Washington",0,3,2020,"Good"
"Anacortes","Washington",0,4,2020,"Good"
"Anacortes","Washington",2,4,2021,"Good"
"Anacortes","Washington",15,5,2020,"Good"
"Anacortes","Washington",15,5,2021,"Good"
"Anacortes","Washington",14,6,2021,"Good"
"Anacortes","Washington",19,7,2021,"Good"
"Anacortes","Washington",20,8,2021,"Good"
"Anacortes","Washington",12,9,2021,"Good"
"Anacortes","Washington",0,10,2021,"Good"
"Anacortes","Washington",0,11,2021,"Good"
"Anacortes","Washington",0,12,2021,"Good"
"Anaheim","California",23,1,2020,"Good"
"Anaheim","California",24,1,2021,"Good"
"Anaheim","California",25,2,2020,"Good"
"Anaheim","California",21,2,2021,"Good"
"Anaheim","California",17,3,2020,"Good"
"Anaheim","California",21,3,2021,"Good"
"Anaheim","California",16,4,2020,"Good"
"Anaheim","California",19,4,2021,"Good"
"Anaheim","California",16,5,2020,"Good"
"Anaheim","California",15,5,2021,"Good"
"Anaheim","California",15,6,2020,"Good"
"Anaheim","California",14,6,2021,"Good"
"Anaheim","California",16,7,2020,"Good"
"Anaheim","California",15,7,2021,"Good"
"Anaheim","California",17,8,2020,"Good"
"Anaheim","California",18,8,2021,"Good"
"Anaheim","California",27,9,2020,"Good"
"Anaheim","California",20,9,2021,"Good"
"Anaheim","California",29,10,2020,"Good"
"Anaheim","California",22,10,2021,"Good"
"Anaheim","California",25,11,2020,"Good"
"Anaheim","California",24,11,2021,"Good"
"Anaheim","California",24,12,2020,"Good"
"Anaheim","California",20,12,2021,"Good"
"Anchorage","Alaska",17,1,2020,"Good"
"Anchorage","Alaska",11,1,2021,"Good"
"Anchorage","Alaska",11,2,2020,"Good"
"Anchorage","Alaska",9,2,2021,"Good"
"Anchorage","Alaska",8,3,2020,"Good"
"Anchorage","Alaska",8,3,2021,"Good"
"Anchorage","Alaska",4,4,2020,"Good"
"Anchorage","Alaska",5,4,2021,"Good"
"Anchorage","Alaska",3,5,2020,"Good"
"Anchorage","Alaska",2,5,2021,"Good"
"Anchorage","Alaska",2,6,2020,"Good"
"Anchorage","Alaska",2,6,2021,"Good"
"Anchorage","Alaska",2,7,2020,"Good"
"Anchorage","Alaska",2,7,2021,"Good"
"Anchorage","Alaska",3,8,2020,"Good"
"Anchorage","Alaska",3,8,2021,"Good"
"Anchorage","Alaska",4,9,2020,"Good"
"Anchorage","Alaska",5,9,2021,"Good"
"Anchorage","Alaska",7,10,2020,"Good"
"Anchorage","Alaska",7,10,2021,"Good"
"Anchorage","Alaska",11,11,2020,"Good"
"Anchorage","Alaska",9,11,2021,"Good"
"Anchorage","Alaska",10,12,2020,"Good"
"Anchorage","Alaska",10,12,2021,"Good"
"Anderson","California",21,1,2020,"Good"
"Anderson","California",19,1,2021,"Good"
"Anderson","California",28,2,2020,"Good"
"Anderson","California",29,2,2021,"Good"
"Anderson","California",34,3,2020,"Good"
"Anderson","California",35,3,2021,"Good"
"Anderson","California",38,4,2020,"Good"
"Anderson","California",40,4,2021,"Good"
"Anderson","California",38,5,2020,"Good"
"Anderson","California",41,5,2021,"Good"
"Anderson","California",37,6,2020,"Good"
"Anderson","California",40,6,2021,"Good"
"Anderson","California",50,7,2020,"Good"
"Anderson","California",49,7,2021,"Good"
"Anderson","California",48,8,2020,"Good"
"Anderson","California",51,8,2021,"Moderate"
"Anderson","California",49,9,2020,"Good"
"Anderson","California",42,9,2021,"Good"
"Anderson","California",33,10,2020,"Good"
"Anderson","California",30,10,2021,"Good"
"Anderson","California",25,11,2020,"Good"
"Anderson","California",20,11,2021,"Good"
"Anderson","California",19,12,2020,"Good"
"Anderson","California",20,12,2021,"Good"
"Anderson","Indiana",23,1,2021,"Good"
"Anderson","Indiana",36,2,2021,"Good"
"Anderson","Indiana",38,3,2021,"Good"
"Anderson","Indiana",43,4,2021,"Good"
"Anderson","Indiana",45,5,2021,"Good"
"Anderson","Indiana",49,6,2021,"Good"
"Anderson","Indiana",44,7,2021,"Good"
"Anderson","Indiana",42,8,2021,"Good"
"Anderson","Indiana",41,9,2021,"Good"
"Anderson","Indiana",30,10,2021,"Good"
"Anderson","Indiana",26,11,2021,"Good"
"Anderson","Indiana",24,12,2021,"Good"
"Apache Junction","Arizona",33,1,2020,"Good"
"Apache Junction","Arizona",34,1,2021,"Good"
"Apache Junction","Arizona",41,2,2020,"Good"
"Apache Junction","Arizona",39,2,2021,"Good"
"Apache Junction","Arizona",41,3,2020,"Good"
"Apache Junction","Arizona",47,3,2021,"Good"
"Apache Junction","Arizona",54,4,2020,"Moderate"
"Apache Junction","Arizona",55,4,2021,"Moderate"
"Apache Junction","Arizona",72,5,2020,"Moderate"
"Apache Junction","Arizona",65,5,2021,"Moderate"
"Apache Junction","Arizona",60,6,2020,"Moderate"
"Apache Junction","Arizona",72,6,2021,"Moderate"
"Apache Junction","Arizona",58,7,2020,"Moderate"
"Apache Junction","Arizona",76,7,2021,"Moderate"
"Apache Junction","Arizona",75,8,2020,"Moderate"
"Apache Junction","Arizona",57,8,2021,"Moderate"
"Apache Junction","Arizona",57,9,2020,"Moderate"
"Apache Junction","Arizona",54,9,2021,"Moderate"
"Apache Junction","Arizona",47,10,2020,"Good"
"Apache Junction","Arizona",41,10,2021,"Good"
"Apache Junction","Arizona",37,11,2020,"Good"
"Apache Junction","Arizona",38,11,2021,"Good"
"Apache Junction","Arizona",32,12,2020,"Good"
"Apache Junction","Arizona",33,12,2021,"Good"
"Apollo Beach","Florida",2,1,2020,"Good"
"Apollo Beach","Florida",3,1,2021,"Good"
"Apollo Beach","Florida",1,2,2020,"Good"
"Apollo Beach","Florida",3,2,2021,"Good"
"Apollo Beach","Florida",1,3,2020,"Good"
"Apollo Beach","Florida",3,3,2021,"Good"
"Apollo Beach","Florida",1,4,2020,"Good"
"Apollo Beach","Florida",9,4,2021,"Good"
"Apollo Beach","Florida",0,5,2020,"Good"
"Apollo Beach","Florida",3,5,2021,"Good"
"Apollo Beach","Florida",2,6,2020,"Good"
"Apollo Beach","Florida",1,6,2021,"Good"
"Apollo Beach","Florida",1,7,2020,"Good"
"Apollo Beach","Florida",2,7,2021,"Good"
"Apollo Beach","Florida",6,8,2020,"Good"
"Apollo Beach","Florida",2,8,2021,"Good"
"Apollo Beach","Florida",3,9,2020,"Good"
"Apollo Beach","Florida",1,9,2021,"Good"
"Apollo Beach","Florida",2,10,2020,"Good"
"Apollo Beach","Florida",2,10,2021,"Good"
"Apollo Beach","Florida",3,11,2020,"Good"
"Apollo Beach","Florida",4,11,2021,"Good"
"Apollo Beach","Florida",2,12,2020,"Good"
"Apollo Beach","Florida",3,12,2021,"Good"
"Appleton","Wisconsin",31,3,2020,"Good"
"Appleton","Wisconsin",34,3,2021,"Good"
"Appleton","Wisconsin",38,4,2020,"Good"
"Appleton","Wisconsin",39,4,2021,"Good"
"Appleton","Wisconsin",39,5,2020,"Good"
"Appleton","Wisconsin",40,5,2021,"Good"
"Appleton","Wisconsin",50,6,2020,"Good"
"Appleton","Wisconsin",49,6,2021,"Good"
"Appleton","Wisconsin",36,7,2020,"Good"
"Appleton","Wisconsin",37,7,2021,"Good"
"Appleton","Wisconsin",36,8,2020,"Good"
"Appleton","Wisconsin",39,8,2021,"Good"
"Appleton","Wisconsin",29,9,2020,"Good"
"Appleton","Wisconsin",33,9,2021,"Good"
"Appleton","Wisconsin",26,10,2020,"Good"
"Appleton","Wisconsin",29,10,2021,"Good"
"Applewood","Colorado",36,1,2020,"Good"
"Applewood","Colorado",36,1,2021,"Good"
"Applewood","Colorado",38,1,2022,"Good"
"Applewood","Colorado",37,2,2020,"Good"
"Applewood","Colorado",35,2,2021,"Good"
"Applewood","Colorado",41,2,2022,"Good"
"Applewood","Colorado",38,3,2020,"Good"
"Applewood","Colorado",45,3,2021,"Good"
"Applewood","Colorado",42,3,2022,"Good"
"Applewood","Colorado",46,4,2020,"Good"
"Applewood","Colorado",47,4,2021,"Good"
"Applewood","Colorado",52,4,2022,"Moderate"
"Applewood","Colorado",63,5,2020,"Moderate"
"Applewood","Colorado",51,5,2021,"Moderate"
"Applewood","Colorado",64,6,2020,"Moderate"
"Applewood","Colorado",86,6,2021,"Moderate"
"Applewood","Colorado",72,7,2020,"Moderate"
"Applewood","Colorado",117,7,2021,"Unhealthy for Sensitive Groups"
"Applewood","Colorado",102,8,2020,"Unhealthy for Sensitive Groups"
"Applewood","Colorado",96,8,2021,"Moderate"
"Applewood","Colorado",65,9,2020,"Moderate"
"Applewood","Colorado",73,9,2021,"Moderate"
"Applewood","Colorado",44,10,2020,"Good"
"Applewood","Colorado",43,10,2021,"Good"
"Applewood","Colorado",37,11,2020,"Good"
"Applewood","Colorado",37,11,2021,"Good"
"Applewood","Colorado",37,12,2020,"Good"
"Applewood","Colorado",38,12,2021,"Good"
"Aquia Harbour","Virginia",27,1,2020,"Good"
"Aquia Harbour","Virginia",26,1,2021,"Good"
"Aquia Harbour","Virginia",29,1,2022,"Good"
"Aquia Harbour","Virginia",31,2,2020,"Good"
"Aquia Harbour","Virginia",32,2,2021,"Good"
"Aquia Harbour","Virginia",34,2,2022,"Good"
"Aquia Harbour","Virginia",35,3,2020,"Good"
"Aquia Harbour","Virginia",39,3,2021,"Good"
"Aquia Harbour","Virginia",38,3,2022,"Good"
"Aquia Harbour","Virginia",39,4,2020,"Good"
"Aquia Harbour","Virginia",43,4,2021,"Good"
"Aquia Harbour","Virginia",35,5,2020,"Good"
"Aquia Harbour","Virginia",43,5,2021,"Good"
"Aquia Harbour","Virginia",37,6,2020,"Good"
"Aquia Harbour","Virginia",35,6,2021,"Good"
"Aquia Harbour","Virginia",41,7,2020,"Good"
"Aquia Harbour","Virginia",42,7,2021,"Good"
"Aquia Harbour","Virginia",33,8,2020,"Good"
"Aquia Harbour","Virginia",39,8,2021,"Good"
"Aquia Harbour","Virginia",27,9,2020,"Good"
"Aquia Harbour","Virginia",36,9,2021,"Good"
"Aquia Harbour","Virginia",25,10,2020,"Good"
"Aquia Harbour","Virginia",31,10,2021,"Good"
"Aquia Harbour","Virginia",29,11,2020,"Good"
"Aquia Harbour","Virginia",29,11,2021,"Good"
"Aquia Harbour","Virginia",25,12,2020,"Good"
"Aquia Harbour","Virginia",26,12,2021,"Good"
"Aquinnah","Massachusetts",34,1,2020,"Good"
"Aquinnah","Massachusetts",31,1,2021,"Good"
"Aquinnah","Massachusetts",35,1,2022,"Good"
"Aquinnah","Massachusetts",38,2,2020,"Good"
"Aquinnah","Massachusetts",37,2,2021,"Good"
"Aquinnah","Massachusetts",39,2,2022,"Good"
"Aquinnah","Massachusetts",42,3,2020,"Good"
"Aquinnah","Massachusetts",41,3,2021,"Good"
"Aquinnah","Massachusetts",41,4,2020,"Good"
"Aquinnah","Massachusetts",41,4,2021,"Good"
"Aquinnah","Massachusetts",39,5,2020,"Good"
"Aquinnah","Massachusetts",43,5,2021,"Good"
"Aquinnah","Massachusetts",37,6,2020,"Good"
"Aquinnah","Massachusetts",38,6,2021,"Good"
"Aquinnah","Massachusetts",38,7,2020,"Good"
"Aquinnah","Massachusetts",37,7,2021,"Good"
"Aquinnah","Massachusetts",35,8,2020,"Good"
"Aquinnah","Massachusetts",44,8,2021,"Good"
"Aquinnah","Massachusetts",30,9,2020,"Good"
"Aquinnah","Massachusetts",35,9,2021,"Good"
"Aquinnah","Massachusetts",33,10,2020,"Good"
